,State,State.Code,Year,Deaths,Population,Homicide_num,Year.month,Month.code,Unemployment_adj,Firearm.suicides,Suicides,Paid.Hunting.License.Holders,Annual.Burglary.Rate,Personal.income.per.capita..dollars.,Annual.robbery.rate,Annual.incarceration.rate,Number.of.sworn.officers.per.1.000.U.S..residents,Percentage.of.republican.voters.in.presidential.election,Num_pop_over15,Proportion.of.population.hispanic,Proportion.of.population.AA.or.B,Percentage.4.year.bachelors.or.above..25.years.old.and.over,Proportion.of.15.24,Density,Gallons.of.ethanol,Num_pov,MSA,Prop_male,homicide_total,prop_urban,p100khomicide_firearm,homicide_exclfirearm,p100khomicide_exclfirearm,p100khomicide_firearm_m6,time,Case
1702,Delaware,10,2007,642,871749,4,2007/07,7,4.6,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.458847673,1,0.114711918,0.363254408,103,0
1703,Delaware,10,2007,559,871749,3,2007/08,8,4.6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.344135755,3,0.344135755,0.305898449,104,0
1704,Delaware,10,2007,526,871749,1,2007/09,9,4.6,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.114711918,2,0.229423836,0.325017102,105,0
1705,Delaware,10,2007,620,871749,2,2007/10,10,4.5,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.229423836,-1,-0.114711918,0.248542489,106,0
1706,Delaware,10,2007,631,871749,0,2007/11,11,4.5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6,0.688271509,0.360893977,107,0
1707,Delaware,10,2007,629,871749,7,2007/12,12,4.4,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.802983428,-2,-0.229423836,0.341775324,108,0
1708,Delaware,10,2008,668,883874,0,2008/01,1,3.8,6,15,NA,776.9,42319,776.9,463,3.29,0.3695,715332,7.5492,21.5407,NA,14.27364081,NA,1333758,861,NA,NA,4,NA,0,4,0.452553192,0.360107167,109,0
1709,Delaware,10,2008,681,883874,9,2008/02,2,5.4,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1.018244682,1,0.113138298,0.397819933,110,0
1710,Delaware,10,2008,698,883874,0,2008/03,3,5.4,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,3,0.339414894,0.395984043,111,0
1711,Delaware,10,2008,562,883874,3,2008/04,4,5.4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.339414894,5,0.56569149,0.395984043,112,0
1712,Delaware,10,2008,610,883874,2,2008/05,5,5.4,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.226276596,1,0.113138298,0.226276596,113,0
1713,Delaware,10,2008,594,883874,7,2008/06,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.791968086,-7,-0.791968086,0.226276596,114,0
1714,Delaware,10,2008,668,883874,0,2008/07,7,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,0.452553192,0.18856383,115,0
1715,Delaware,10,2008,624,883874,0,2008/08,8,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.56569149,0.207420213,116,0
1716,Delaware,10,2008,593,883874,0,2008/09,9,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,3,0.339414894,0.131994681,117,0
1717,Delaware,10,2008,609,883874,1,2008/10,10,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.113138298,0,0,0.206755726,118,0
1718,Delaware,10,2008,635,883874,3,2008/11,11,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.339414894,3,0.339414894,0.26282651,119,0
1719,Delaware,10,2008,680,883874,3,2008/12,12,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.339414894,0,0,0.281516771,120,0
1720,Delaware,10,2009,699,891730,4,2009/01,1,7.2,2,4,NA,784.4,41633,784.4,447,NA,NA,722516,7.9413,21.7218,NA,14.21854149,NA,10945616,883,NA,NA,6,NA,0.44856627,2,0.224283135,0.393492217,121,0
1721,Delaware,10,2009,560,891730,3,2009/02,2,4.8,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.336424703,-2,-0.224283135,0.37430359,122,0
1722,Delaware,10,2009,682,891730,1,2009/03,3,4.8,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.112141568,7,0.784990973,0.317734441,123,0
1723,Delaware,10,2009,648,891730,7,2009/04,4,4.9,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.784990973,-2,-0.224283135,0.242973396,124,0
1724,Delaware,10,2009,627,891730,2,2009/05,5,4.9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.224283135,-1,-0.112141568,0.336424703,125,0
1725,Delaware,10,2009,618,891730,0,2009/06,6,4.9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,9,1.009274108,0.44856627,126,0
1726,Delaware,10,2009,599,891730,0,2009/07,7,4.9,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,3,0.336424703,0.467256531,127,0
1727,Delaware,10,2009,583,891730,8,2009/08,8,4.8,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.89713254,-3,-0.336424703,0.504637054,128,0
1728,Delaware,10,2009,600,891730,7,2009/09,9,4.8,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.784990973,-5,-0.560707838,0.635468883,129,0
1729,Delaware,10,2009,667,891730,8,2009/10,10,4.8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.89713254,-3,-0.336424703,0.672591136,130,0
1730,Delaware,10,2009,584,891730,4,2009/11,11,4.8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.44856627,3,0.336424703,0.578752426,131,0
1731,Delaware,10,2009,667,891730,7,2009/12,12,4.8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.784990973,-4,-0.44856627,0.59640961,132,0
1732,Delaware,10,2010,738,897934,2,2010/01,1,8.7,1,15,NA,839.1,41783,839.1,438,NA,NA,730282,8.2068,21.8698,NA,14.17497158,460.8,9578102,890,162310,NA,0,0.833,0.222733519,-2,-0.222733519,0.484009773,133,0
1733,Delaware,10,2010,611,897934,3,2010/02,2,4.7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.334100279,4,0.445467039,0.539176614,134,0
1734,Delaware,10,2010,631,897934,8,2010/03,3,4.9,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.890934078,-1,-0.11136676,0.464028165,135,0
1735,Delaware,10,2010,585,897934,2,2010/04,4,5.1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.222733519,-2,-0.222733519,0.501150419,136,0
1736,Delaware,10,2010,662,897934,7,2010/05,5,5.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.779567318,-1,-0.11136676,0.464028165,137,0
1737,Delaware,10,2010,604,897934,3,2010/06,6,5.4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.334100279,5,0.556833798,0.408344786,138,0
1738,Delaware,10,2010,592,897934,4,2010/07,7,5.5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.445467039,-4,-0.445467039,0.519711545,139,0
1739,Delaware,10,2010,631,897934,1,2010/08,8,5.4,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.11136676,6,0.668200558,0.519711545,140,0
1740,Delaware,10,2010,601,897934,5,2010/09,9,5.4,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.556833798,-2,-0.222733519,0.538272672,141,0
1741,Delaware,10,2010,674,897934,8,2010/10,10,5.3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.890934078,0,0,0.464028165,142,0
1742,Delaware,10,2010,675,897934,7,2010/11,11,5.2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.779567318,2,0.222733519,0.482212764,143,0
1743,Delaware,10,2010,702,897934,4,2010/12,12,5.2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.445467039,-2,-0.222733519,0.426152856,144,0
1744,Delaware,10,2011,723,907135,0,2011/01,1,7.9,1,9,NA,838.8,43555,838.8,439,NA,NA,NA,NA,NA,NA,NA,NA,2654886,902,NA,NA,9,NA,0,9,0.992134578,0.387901018,145,0
1745,Delaware,10,2011,653,907135,2,2011/02,2,5.6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.220474351,4,0.440948701,0.423328895,146,0
1746,Delaware,10,2011,699,907135,2,2011/03,3,5.5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.220474351,0,0,0.477694426,147,0
1747,Delaware,10,2011,663,907135,6,2011/04,4,5.4,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.661423052,3,0.330711526,0.624677327,148,0
1748,Delaware,10,2011,676,907135,9,2011/05,5,5.3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.992134578,-7,-0.771660227,0.698168777,149,0
1749,Delaware,10,2011,595,907135,7,2011/06,6,5.3,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.771660227,-2,-0.220474351,0.661423052,150,0
1750,Delaware,10,2011,633,907135,8,2011/07,7,5.2,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.881897402,-6,-0.661423052,0.698168777,151,0
1751,Delaware,10,2011,626,907135,6,2011/08,8,5.3,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.661423052,3,0.330711526,0.606304464,152,0
1752,Delaware,10,2011,565,907135,0,2011/09,9,5.3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,8,0.881897402,0.551185876,153,0
1753,Delaware,10,2011,668,907135,8,2011/10,10,5.3,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.881897402,-1,-0.110237175,0.567763448,154,0
1754,Delaware,10,2011,646,907135,4,2011/11,11,5.3,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.440948701,-4,-0.440948701,0.602913358,155,0
1755,Delaware,10,2011,698,907135,4,2011/12,12,5.3,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.440948701,1,0.110237175,0.675606901,156,0
1756,Delaware,10,2012,739,917092,9,2012/01,1,7.1,9,15,NA,803.7,44747,803.7,448,2.52,0.3998,NA,NA,NA,NA,NA,NA,14115493,900.1723057,NA,NA,2,NA,0.981362829,-7,-0.763282201,0.564970772,157,0
1757,Delaware,10,2012,633,917092,8,2012/02,2,3.5,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.872322515,-5,-0.545201572,0.509652708,158,0
1758,Delaware,10,2012,627,917092,4,2012/03,3,3.5,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.436161258,4,0.436161258,0.436161258,159,0
1759,Delaware,10,2012,641,917092,2,2012/04,4,3.5,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.218080629,0,0,0.345294329,160,0
1760,Delaware,10,2012,663,917092,1,2012/05,5,3.6,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.109040314,-1,-0.109040314,0.199907243,161,0
1761,Delaware,10,2012,562,917092,0,2012/06,6,3.6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,0.763282201,0.218080629,162,0
1762,Delaware,10,2012,637,917092,4,2012/07,7,3.5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.436161258,5,0.545201572,0.2544274,163,0
1763,Delaware,10,2012,620,917092,0,2012/08,8,3.5,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0.363467715,164,0
1764,Delaware,10,2012,600,917092,5,2012/09,9,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.545201572,0,0,0.363467715,165,0
1765,Delaware,10,2012,663,917092,4,2012/10,10,3.4,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.436161258,1,0.109040314,0.362787932,166,0
1766,Delaware,10,2012,710,917092,7,2012/11,11,3.4,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.763282201,-4,-0.436161258,0.506815453,167,0
1767,Delaware,10,2012,780,917092,0,2012/12,12,3.4,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,9,0.981362829,0.451955404,168,0
1768,Delaware,10,2013,773,925749,4,2013/01,1,7.2,3,0,NA,NA,44819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911.5613684,NA,NA,3,NA,0.432082562,-1,-0.108020641,0.523289382,169,0
1769,Delaware,10,2013,675,925749,8,2013/02,2,5,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.864165125,-3,-0.324061922,0.540103203,170,0
1770,Delaware,10,2013,725,925749,2,2013/03,3,5,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.216041281,4,0.432082562,0.576110083,171,0
1771,Delaware,10,2013,675,925749,8,2013/04,4,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.864165125,-2,-0.216041281,0.576110083,172,0
1772,Delaware,10,2013,642,925749,8,2013/05,5,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.864165125,-8,-0.864165125,0.594113523,173,0
1773,Delaware,10,2013,590,925749,2,2013/06,6,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.216041281,2,0.216041281,0.630120403,174,0
1774,Delaware,10,2013,636,925749,4,2013/07,7,5,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.432082562,3,0.324061922,0.648123844,175,0
1775,Delaware,10,2013,633,925749,9,2013/08,8,5.1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.972185765,-8,-0.864165125,0.540103203,176,0
1776,Delaware,10,2013,613,925749,4,2013/09,9,5.1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.432082562,6,0.648123844,0.612116963,177,0
1777,Delaware,10,2013,674,925749,9,2013/10,10,5.2,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.972185765,-4,-0.432082562,0.646984887,178,0
1778,Delaware,10,2013,622,925749,2,2013/11,11,5.2,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.216041281,7,0.756144484,0.484953926,179,0
1779,Delaware,10,2013,709,925749,6,2013/12,12,5.3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.648123844,2,0.216041281,0.537635464,180,0
1780,Delaware,10,2014,737,935614,6,2014/01,1,6.1,6,3,NA,NA,46378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,NA,NA,6,NA,0.641290105,0,0,0.482486187,181,0
1781,Delaware,10,2014,669,935614,0,2014/02,2,6.9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6,0.641290105,0.535547377,182,0
1782,Delaware,10,2014,737,935614,7,2014/03,3,6.9,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.748171789,-4,-0.427526736,0.44534035,183,0
1783,Delaware,10,2014,703,935614,6,2014/04,4,6.8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.641290105,-5,-0.534408421,0.374085894,184,0
1784,Delaware,10,2014,695,935614,5,2014/05,5,6.7,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.534408421,-4,-0.427526736,0.374085894,185,0
1785,Delaware,10,2014,656,935614,1,2014/06,6,6.5,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.106881684,3,0.320645052,0.35627228,186,0
1786,Delaware,10,2014,603,935614,2,2014/07,7,6.4,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.213763368,6,0.641290105,0.35627228,187,0
1787,Delaware,10,2014,672,935614,0,2014/08,8,6.4,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,11,1.175698525,0.26720421,188,0
1788,Delaware,10,2014,611,935614,6,2014/09,9,6.3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.641290105,-5,-0.534408421,0.409713122,189,0
1789,Delaware,10,2014,717,935614,6,2014/10,10,6.3,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.641290105,2,0.213763368,0.409713122,190,0
1790,Delaware,10,2014,679,935614,0,2014/11,11,6.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,0.427526736,0.409713122,191,0
1791,Delaware,10,2014,781,935614,9,2014/12,12,6.2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.961935157,-3,-0.320645052,0.409713122,192,0
1792,Florida,12,2005,13627,17842038,58,2005/10,10,6.3,94,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,0.325074972,33,0.184956449,0.317550299,82,1
1793,Florida,12,2005,13829,17842038,59,2005/11,11,6.2,85,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,0.330679713,34,0.19056119,0.325805474,83,1
1794,Florida,12,2005,14955,17842038,67,2005/12,12,6.1,102,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,0.37551764,25,0.140118522,0.331508907,84,1
1795,Florida,12,2006,15575,18166990,59,2006/01,1,3.2,108,210,NA,944.6,38812,944.6,509,NA,NA,14886082,20.4436,15.9454,27.2,13.18267913,NA,9384678,18029,NA,NA,101,NA,0.324764862,42,0.231188546,0.341548786,85,1
1796,Florida,12,2006,14621,18166990,65,2006/02,2,5.5,70,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0.357791797,35,0.192657122,0.35615903,86,1
1797,Florida,12,2006,15442,18166990,50,2006/03,3,5.5,93,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,0.275224459,24,0.13210774,0.350452478,87,1
1798,Florida,12,2006,14152,18166990,70,2006/04,4,5.6,111,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,0.385314243,24,0.13210774,0.364213701,88,1
1799,Florida,12,2006,14118,18166990,76,2006/05,5,5.7,105,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,0.418341178,41,0.225684057,0.365131116,89,1
1800,Florida,12,2006,13441,18166990,62,2006/06,6,5.8,125,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,0.34127833,28,0.154125697,0.380727169,90,1
1801,Florida,12,2006,13694,18166990,74,2006/07,7,5.8,95,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,0.4073322,34,0.187152632,0.380727169,91,1
1802,Florida,12,2006,13541,18166990,66,2006/08,8,5.9,90,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,0.363296286,41,0.225684057,0.368800775,92,1
1803,Florida,12,2006,13141,18166990,67,2006/09,9,5.9,113,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,0.368800775,29,0.159630186,0.386231658,93,1
1804,Florida,12,2006,13891,18166990,70,2006/10,10,5.9,110,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,0.385314243,47,0.258710992,0.400007423,94,1
1805,Florida,12,2006,13819,18166990,63,2006/11,11,5.9,101,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,0.346782819,30,0.165134676,0.393901019,95,1
1806,Florida,12,2006,14631,18166990,81,2006/12,12,5.9,106,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,0.445863624,36,0.198161611,0.399580562,96,1
1807,Florida,12,2007,14840,18367842,90,2007/01,1,3.5,109,216,NA,996.3,39945,996.3,535,NA,NA,15080821,21.0811,16.0655,NA,13.24076612,NA,1347410,18044,NA,NA,125,NA,0.489986793,35,0.19055042,0.406137391,97,1
1808,Florida,12,2007,14194,18367842,60,2007/02,2,4.8,95,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,0.326657862,16,0.087108763,0.418208742,98,1
1809,Florida,12,2007,15201,18367842,74,2007/03,3,4.9,94,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,0.40287803,37,0.201439015,0.411951859,99,1
1810,Florida,12,2007,14311,18367842,78,2007/04,4,5,111,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,0.424655221,35,0.19055042,0.417396157,100,1
1811,Florida,12,2007,14263,18367842,77,2007/05,5,5.1,104,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0.419210923,39,0.21232761,0.437358582,101,1
1812,Florida,12,2007,13243,18367842,75,2007/06,6,5.2,119,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0.408322328,35,0.19055042,0.44280288,102,1
1813,Florida,12,2007,13630,18367842,96,2007/07,7,5.3,117,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,0.522652579,48,0.26132629,0.432821667,103,1
1814,Florida,12,2007,13657,18367842,82,2007/08,8,5.5,99,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,0.446432412,22,0.119774549,0.439173348,104,1
1815,Florida,12,2007,12931,18367842,80,2007/09,9,5.7,120,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,0.435543816,28,0.152440336,0.436451199,105,1
1816,Florida,12,2007,13804,18367842,67,2007/10,10,6,114,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,0.364767946,28,0.152440336,0.415011278,106,1
1817,Florida,12,2007,13506,18367842,84,2007/11,11,6.4,104,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0.457321007,26,0.14155174,0.41257173,107,1
1818,Florida,12,2007,14516,18367842,72,2007/12,12,6.8,98,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,0.391989435,40,0.217771908,0.398453351,108,1
1819,Florida,12,2008,15112,18527305,73,2008/01,1,5,125,241,NA,NA,40018,NA,557,2.46,0.4822,15241058,21.6392,16.2052,NA,13.21983419,NA,1327758,18022,NA,NA,95,NA,0.394013053,22,0.11874366,0.39882967,109,1
